ano;mes;mes_nome;orgao_codigo;orgao_nome;unidade_codigo;unidade_nome;fonte_recurso_codigo;fonte_recurso_nome;categoria_receita_codigo;categoria_receita_nome;fonte_origem_receita_codigo;fonte_origem_receita_nome;subfonte_receita_codigo;subfonte_receita_nome;rubrica_receita_codigo;rubrica_receita_nome;alinea_receita_codigo;alinea_receita_nome;subalinea_receita_codigo;subalinea_receita_nome;receita_local_codigo;receita_local_nome;receita_prevista;receita_prevista_acrescimo;receita_prevista_atualizada;receita_arrecadada
2021;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0100;RECURSOS ORDINÁRIOS - NÃO VINCULADOS;1;RECEITAS CORRENTES;3;RECEITA PATRIMONIAL;2;VALORES MOBILIÁRIOS;2;DIVIDENDOS;00;DIVIDENDOS;11;DIVIDENDOS - PRINCIPAL;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;1065,00;0,00;1065,00;0,00
2021;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0100;RECURSOS ORDINÁRIOS - NÃO VINCULADOS;1;RECEITAS CORRENTES;7;TRANSFERÊNCIAS CORRENTES;1;TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES;8;TRANSFERÊNCIAS DA UNIÃO ESPECÍFICAS DE ESTADOS / DF / MUNICÍPIOS;01;PARTICIPAÇÃO NA RECEITA DA UNIÃO;41;COTA-PARTE DO FUNDO DE PARTICIPAÇÃO DOS MUNICÍPIOS - 1% COTA ENTREGUE NO MÊS DE JULHO - PRINCIPAL;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;22550000,00;0,00;22550000,00;0,00
2021;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0100;RECURSOS ORDINÁRIOS - NÃO VINCULADOS;1;RECEITAS CORRENTES;7;TRANSFERÊNCIAS CORRENTES;1;TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES;8;TRANSFERÊNCIAS DA UNIÃO ESPECÍFICAS DE ESTADOS / DF / MUNICÍPIOS;01;PARTICIPAÇÃO NA RECEITA DA UNIÃO;59;COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL - DEDUÇÃO PARA FORMAÇÃO DO FUNDEB;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;-1300,00;0,00;-1300,00;0,00
2021;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0100;RECURSOS ORDINÁRIOS - NÃO VINCULADOS;1;RECEITAS CORRENTES;7;TRANSFERÊNCIAS CORRENTES;1;TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES;8;TRANSFERÊNCIAS DA UNIÃO ESPECÍFICAS DE ESTADOS / DF / MUNICÍPIOS;01;PARTICIPAÇÃO NA RECEITA DA UNIÃO;51;COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL - PRINCIPAL;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;6500,00;0,00;6500,00;0,00
2021;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0100;RECURSOS ORDINÁRIOS - NÃO VINCULADOS;1;RECEITAS CORRENTES;7;TRANSFERÊNCIAS CORRENTES;2;TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES;8;TRANSFERÊNCIAS DOS ESTADOS ESPECÍFICAS DE ESTADOS / DF / MUNICÍPIOS;01;PARTICIPAÇÃO NA RECEITA DOS ESTADOS;31;COTA-PARTE DO IPI - MUNICÍPIOS - PRINCIPAL;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;2095000,00;0,00;2095000,00;0,00
2021;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0100;RECURSOS ORDINÁRIOS - NÃO VINCULADOS;1;RECEITAS CORRENTES;7;TRANSFERÊNCIAS CORRENTES;2;TRANSFERÊNCIAS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES;8;TRANSFERÊNCIAS DOS ESTADOS ESPECÍFICAS DE ESTADOS / DF / MUNICÍPIOS;01;PARTICIPAÇÃO NA RECEITA DOS ESTADOS;29;COTA-PARTE DO IPVA - DEDUÇÃO PARA FORMAÇÃO DO FUNDEB;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;-47015000,00;0,00;-47015000,00;0,00
2021;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0100;RECURSOS ORDINÁRIOS - NÃO VINCULADOS;1;RECEITAS CORRENTES;1;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;1;IMPOSTOS;8;IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS;01;IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS;13;IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;37175000,00;0,00;37175000,00;0,00
2021;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0100;RECURSOS ORDINÁRIOS - NÃO VINCULADOS;1;RECEITAS CORRENTES;3;RECEITA PATRIMONIAL;1;EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO;0;EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO;02;CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS;11;CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS - PRINCIPAL;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;3700,00;0,00;3700,00;0,00
2021;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0100;RECURSOS ORDINÁRIOS - NÃO VINCULADOS;1;RECEITAS CORRENTES;1;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;1;IMPOSTOS;8;IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS;02;IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS;32;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - MULTAS E JUROS;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;16030000,00;0,00;16030000,00;0,00
2021;12;Dezembro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0100;RECURSOS ORDINÁRIOS - NÃO VINCULADOS;1;RECEITAS CORRENTES;1;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;1;IMPOSTOS;8;IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS;02;IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS;31;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - PRINCIPAL;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;0,00;30000000,00;30000000,00;0,00
2021;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0100;RECURSOS ORDINÁRIOS - NÃO VINCULADOS;1;RECEITAS CORRENTES;1;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;1;IMPOSTOS;8;IMPOSTOS ESPECÍFICOS DE ESTADOS, DF E MUNICÍPIOS;02;IMPOSTOS SOBRE A PRODUÇÃO, CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS;54;IMPOSTO SOBRE VENDAS A VAREJO DE COMBUSTÍVEIS LÍQUIDOS E GASOSOS (IVVC) - DÍVIDA ATIVA - MULTAS E JUROS;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;350000,00;0,00;350000,00;0,00
2021;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0100;RECURSOS ORDINÁRIOS - NÃO VINCULADOS;1;RECEITAS CORRENTES;1;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;1;IMPOSTOS;3;IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA;03;IMPOSTO SOBRE A RENDA - RETIDO NA FONTE;41;IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PRINCIPAL;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;14350000,00;0,00;14350000,00;0,00
2021;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0100;RECURSOS ORDINÁRIOS - NÃO VINCULADOS;1;RECEITAS CORRENTES;9;OUTRAS RECEITAS CORRENTES;9;DEMAIS RECEITAS CORRENTES;0;DEMAIS RECEITAS CORRENTES;12;ENCARGOS LEGAIS PELA INSCRIÇÃO EM DÍVIDA ATIVA E RECEITAS DE ÔNUS DE SUCUMBÊNCIA;21;ÔNUS DE SUCUMBÊNCIA - PRINCIPAL;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;20715000,00;0,00;20715000,00;0,00
2021;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0100;RECURSOS ORDINÁRIOS - NÃO VINCULADOS;1;RECEITAS CORRENTES;9;OUTRAS RECEITAS CORRENTES;2;INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS;1;INDENIZAÇÕES;99;OUTRAS INDENIZAÇÕES;11;OUTRAS INDENIZAÇÕES - PRINCIPAL;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;1065,00;0,00;1065,00;0,00
2021;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0100;RECURSOS ORDINÁRIOS - NÃO VINCULADOS;1;RECEITAS CORRENTES;9;OUTRAS RECEITAS CORRENTES;9;DEMAIS RECEITAS CORRENTES;0;DEMAIS RECEITAS CORRENTES;99;OUTRAS RECEITAS;11;OUTRAS RECEITAS - PRIMÁRIAS - PRINCIPAL;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;155000,00;0,00;155000,00;0,00
2021;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0100;RECURSOS ORDINÁRIOS - NÃO VINCULADOS;1;RECEITAS CORRENTES;6;RECEITA DE SERVIÇOS;9;OUTROS SERVIÇOS;0;OUTROS SERVIÇOS;99;OUTROS SERVIÇOS;12;OUTROS SERVIÇOS - MULTAS E JUROS;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;1065,00;0,00;1065,00;0,00
